Item,Cost,Product Url,Item Url,Swatch Url,Model Url,RGB
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT7178,https://www.jcrew.com/s7-img-facade/BV898_PT7178_sw,https://www.jcrew.com/s7-img-facade/BV898_PT7178_m,[ 80 116 141]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT7174,https://www.jcrew.com/s7-img-facade/BV898_PT7174_sw,https://www.jcrew.com/s7-img-facade/BV898_PT7174_m,[ 91 110 111]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT6827,https://www.jcrew.com/s7-img-facade/BV898_PT6827_sw,https://www.jcrew.com/s7-img-facade/BV898_PT6827_m,[163 176 175]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT6819,https://www.jcrew.com/s7-img-facade/BV898_PT6819_sw,https://www.jcrew.com/s7-img-facade/BV898_PT6819_m,[172 167 167]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT6780,https://www.jcrew.com/s7-img-facade/BV898_PT6780_sw,https://www.jcrew.com/s7-img-facade/BV898_PT6780_m,[ 78 113 127]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT6761,https://www.jcrew.com/s7-img-facade/BV898_PT6761_sw,https://www.jcrew.com/s7-img-facade/BV898_PT6761_m,[24 32 31]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT6756,https://www.jcrew.com/s7-img-facade/BV898_PT6756_sw,https://www.jcrew.com/s7-img-facade/BV898_PT6756_m,[40 35 30]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT5802,https://www.jcrew.com/s7-img-facade/BV898_PT5802_sw,https://www.jcrew.com/s7-img-facade/BV898_PT5802_m,[101 136 147]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT5801,https://www.jcrew.com/s7-img-facade/BV898_PT5801_sw,https://www.jcrew.com/s7-img-facade/BV898_PT5801_m,[53 71 58]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT5776,https://www.jcrew.com/s7-img-facade/BV898_PT5776_sw,https://www.jcrew.com/s7-img-facade/BV898_PT5776_m,[35 28 11]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT5393,https://www.jcrew.com/s7-img-facade/BV898_PT5393_sw,https://www.jcrew.com/s7-img-facade/BV898_PT5393_m,[27 36 55]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT5331,https://www.jcrew.com/s7-img-facade/BV898_PT5331_sw,https://www.jcrew.com/s7-img-facade/BV898_PT5331_m,[34 36 54]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT5328,https://www.jcrew.com/s7-img-facade/BV898_PT5328_sw,https://www.jcrew.com/s7-img-facade/BV898_PT5328_m,[145 151 147]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV899_NA6537,https://www.jcrew.com/s7-img-facade/BV899_NA6537_sw,https://www.jcrew.com/s7-img-facade/BV899_NA6537_m,[223 205 181]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV899_BL7809,https://www.jcrew.com/s7-img-facade/BV899_BL7809_sw,https://www.jcrew.com/s7-img-facade/BV899_BL7809_m,[ 87 116 160]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=ian-green-ivory&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV899_BK0001,https://www.jcrew.com/s7-img-facade/BV899_BK0001_sw,https://www.jcrew.com/s7-img-facade/BV899_BK0001_m,[24 22 23]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT5331,https://www.jcrew.com/s7-img-facade/BV898_PT5331_sw,https://www.jcrew.com/s7-img-facade/BV898_PT5331_m,[34 36 54]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_YD6731,https://www.jcrew.com/s7-img-facade/BV898_YD6731_sw,https://www.jcrew.com/s7-img-facade/BV898_YD6731_m,[122  89  79]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT7181,https://www.jcrew.com/s7-img-facade/BV898_PT7181_sw,https://www.jcrew.com/s7-img-facade/BV898_PT7181_m,[143 112 129]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT7178,https://www.jcrew.com/s7-img-facade/BV898_PT7178_sw,https://www.jcrew.com/s7-img-facade/BV898_PT7178_m,[ 80 116 141]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT7174,https://www.jcrew.com/s7-img-facade/BV898_PT7174_sw,https://www.jcrew.com/s7-img-facade/BV898_PT7174_m,[ 91 110 111]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT6827,https://www.jcrew.com/s7-img-facade/BV898_PT6827_sw,https://www.jcrew.com/s7-img-facade/BV898_PT6827_m,[163 176 175]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT6819,https://www.jcrew.com/s7-img-facade/BV898_PT6819_sw,https://www.jcrew.com/s7-img-facade/BV898_PT6819_m,[172 167 167]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT6780,https://www.jcrew.com/s7-img-facade/BV898_PT6780_sw,https://www.jcrew.com/s7-img-facade/BV898_PT6780_m,[ 78 113 127]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT6761,https://www.jcrew.com/s7-img-facade/BV898_PT6761_sw,https://www.jcrew.com/s7-img-facade/BV898_PT6761_m,[24 32 31]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT6756,https://www.jcrew.com/s7-img-facade/BV898_PT6756_sw,https://www.jcrew.com/s7-img-facade/BV898_PT6756_m,[40 35 30]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT5802,https://www.jcrew.com/s7-img-facade/BV898_PT5802_sw,https://www.jcrew.com/s7-img-facade/BV898_PT5802_m,[101 136 147]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT5801,https://www.jcrew.com/s7-img-facade/BV898_PT5801_sw,https://www.jcrew.com/s7-img-facade/BV898_PT5801_m,[53 71 58]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT5776,https://www.jcrew.com/s7-img-facade/BV898_PT5776_sw,https://www.jcrew.com/s7-img-facade/BV898_PT5776_m,[35 28 11]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT5393,https://www.jcrew.com/s7-img-facade/BV898_PT5393_sw,https://www.jcrew.com/s7-img-facade/BV898_PT5393_m,[27 36 55]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT5331,https://www.jcrew.com/s7-img-facade/BV898_PT5331_sw,https://www.jcrew.com/s7-img-facade/BV898_PT5331_m,[34 36 54]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV898_PT5328,https://www.jcrew.com/s7-img-facade/BV898_PT5328_sw,https://www.jcrew.com/s7-img-facade/BV898_PT5328_m,[145 151 147]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV899_NA6537,https://www.jcrew.com/s7-img-facade/BV899_NA6537_sw,https://www.jcrew.com/s7-img-facade/BV899_NA6537_m,[223 205 181]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV899_BL7809,https://www.jcrew.com/s7-img-facade/BV899_BL7809_sw,https://www.jcrew.com/s7-img-facade/BV899_BL7809_m,[ 87 116 160]
Seaboard soft-knit shirt in plaid,$98$58.50-$87.99,https://www.jcrew.com/m/mens/categories/clothing/shirts/seaboard/seaboard-soft-knit-shirt-in-plaid/MP577?display=standard&fit=Classic&color_name=embry-grey-navy&colorProductCode=BV898,https://www.jcrew.com/s7-img-facade/BV899_BK0001,https://www.jcrew.com/s7-img-facade/BV899_BK0001_sw,https://www.jcrew.com/s7-img-facade/BV899_BK0001_m,[24 22 23]
"Stretch 4"" boxer briefs in print",$27select colors $19.99,https://www.jcrew.com/m/mens/categories/clothing/underwear-and-boxers/boxer-briefs/stretch-4quot-boxer-briefs-in-print/MP939?display=standard&fit=Classic&color_name=meadow-floral-blues&colorProductCode=BS496,https://www.jcrew.com/s7-img-facade/BS499_WX2712,https://www.jcrew.com/s7-img-facade/BS499_WX2712_sw,https://www.jcrew.com/s7-img-facade/BS499_WX2712_m,[44 47 65]
"Stretch 4"" boxer briefs in print",$27select colors $19.99,https://www.jcrew.com/m/mens/categories/clothing/underwear-and-boxers/boxer-briefs/stretch-4quot-boxer-briefs-in-print/MP939?display=standard&fit=Classic&color_name=meadow-floral-blues&colorProductCode=BS496,https://www.jcrew.com/s7-img-facade/BS498_WT0002,https://www.jcrew.com/s7-img-facade/BS498_WT0002_sw,https://www.jcrew.com/s7-img-facade/BS498_WT0002_m,[235 235 235]
"Stretch 4"" boxer briefs in print",$27select colors $19.99,https://www.jcrew.com/m/mens/categories/clothing/underwear-and-boxers/boxer-briefs/stretch-4quot-boxer-briefs-in-print/MP939?display=standard&fit=Classic&color_name=meadow-floral-blues&colorProductCode=BS496,https://www.jcrew.com/s7-img-facade/BS496_PT7354,https://www.jcrew.com/s7-img-facade/BS496_PT7354_sw,https://www.jcrew.com/s7-img-facade/BS496_PT7354_m,[36 36 59]
"Stretch 4"" boxer briefs in print",$27select colors $19.99,https://www.jcrew.com/m/mens/categories/clothing/underwear-and-boxers/boxer-briefs/stretch-4quot-boxer-briefs-in-print/MP939?display=standard&fit=Classic&color_name=meadow-floral-blues&colorProductCode=BS496,https://www.jcrew.com/s7-img-facade/BS496_PT5618,https://www.jcrew.com/s7-img-facade/BS496_PT5618_sw,https://www.jcrew.com/s7-img-facade/BS496_PT5618_m,[ 66  98 139]
"Stretch 4"" boxer briefs in print",$27select colors $19.99,https://www.jcrew.com/m/mens/categories/clothing/underwear-and-boxers/boxer-briefs/stretch-4quot-boxer-briefs-in-print/MP939?display=standard&fit=Classic&color_name=meadow-floral-blues&colorProductCode=BS496,https://www.jcrew.com/s7-img-facade/BS496_PT3547,https://www.jcrew.com/s7-img-facade/BS496_PT3547_sw,https://www.jcrew.com/s7-img-facade/BS496_PT3547_m,[181  76  89]
"Stretch 4"" boxer briefs in print",$27select colors $19.99,https://www.jcrew.com/m/mens/categories/clothing/underwear-and-boxers/boxer-briefs/stretch-4quot-boxer-briefs-in-print/MP939?display=standard&fit=Classic&color_name=meadow-floral-blues&colorProductCode=BS496,https://www.jcrew.com/s7-img-facade/BS496_PT0557,https://www.jcrew.com/s7-img-facade/BS496_PT0557_sw,https://www.jcrew.com/s7-img-facade/BS496_PT0557_m,[91 88 98]
